Iteracion,Error
196,3050.2
197,3021.34
198,2991.28
199,2970.26
200,2940.16
201,2924.7
202,2895.28
203,2882.79
204,2855.92
205,2844.84
206,2822.48
207,2811.59
208,2795.21
209,2784.07
210,2774.36
211,2762.53
212,2758.21
213,2745.3
214,2744.7
215,2732.18
216,2734.71
217,2725.14
218,2729.3
219,2723.62
220,2726.76
221,2725.09
222,2726.1
223,2729.35
224,2728.99
225,2736.99
226,2735.68
227,2746.2
228,2744.31
229,2755.28
230,2754.91
231,2765.54
232,2768.16
233,2776.6
234,2781.92
235,2787.06
236,2794.94
237,2797.43
238,2807.73
239,2808.32
240,2819.32
241,2818.56
242,2828.53
243,2827.68
244,2835.5
245,2835.94
246,2840.71
247,2842.86
248,2843.69
249,2847.03
250,2843.9
251,2847.89
252,2841.78
253,2845.27
254,2836.9
255,2838.07
256,2828.4
257,2826.31
258,2817.01
259,2811.43
260,2803.06
261,2793.45
262,2785.83
263,2772.83
264,2766.15
265,2751.14
266,2744.46
267,2728.06
268,2719.92
269,2703.2
270,2693.1
271,2677.58
272,2665.35
273,2651.56
274,2636.77
275,2624.29
276,2607.02
277,2595.65
278,2577.24
279,2566.67
280,2548.02
281,2536.87
282,2518.39
283,2505.69
284,2488.43
285,2474.25
286,2459.06
287,2443.32
288,2429.99
289,2412.91
290,2401.16
291,2383.66
292,2372.98
293,2356
294,2345.68
295,2330.06
296,2319.4
297,2305.57
298,2293.94
299,2281.95
300,2269.24
301,2259.21
302,2246.01
303,2237.77
304,2224.58
305,2217.19
306,2204.29
307,2196.81
308,2184.83
309,2176.82
310,2166.37
311,2157.49
312,2148.56
313,2138.43
314,2130.59
315,2119.27
316,2112.03
317,2099.98
318,2092.8
319,2080.67
320,2073.12
321,2061.68
322,2053.44
323,2043.06
324,2033.62
325,2024.16
326,2013.42
327,2004.81
328,1993.19
329,1985.25
330,1973.28
331,1965.47
332,1953.57
333,1945.33
334,1933.84
335,1924.62
336,1913.55
337,1902.87
338,1892.12
339,1880.02
340,1869.56
341,1856.18
342,1845.59
343,1831.23
344,1820.39
345,1806.04
346,1795.13
347,1781.61
348,1770.3
349,1757.65
350,1745.53
351,1733.79
352,1721.13
353,1710.51
354,1697.77
355,1687.9
356,1675.12
357,1665.32
358,1652.71
359,1642.78
360,1630.83
361,1620.54
362,1609.15
363,1598.08
364,1587.26
365,1575.82
366,1566.18
367,1555.07
368,1546.59
369,1535.88
370,1527.93
371,1517.83
372,1510.32
373,1501.46
374,1494.35
375,1486.83
376,1479.71
377,1473.28
378,1466.15
379,1460.89
380,1454.23
381,1449.99
382,1443.75
383,1439.77
384,1433.87
385,1429.99
386,1425.06
387,1421.6
388,1418.1
389,1415.24
390,1413.74
391,1412.86
392,1415.48
393,1419.3
394,1427.77
395,1436.04
396,1445.72
397,1449.76
398,1448.69
399,1438.94
400,1425.17
401,1411.28
402,1402.04
403,1399.13
404,1397.75
405,1395.65
406,1388.45
407,1382.29
408,1377.19
409,1376.61
410,1373.95
411,1370.18
412,1365.12
413,1363.06
414,1362.33
415,1359.94
416,1356.64
417,1353.43
418,1353.21
419,1351.02
420,1349.03
421,1345.97
422,1345.47
423,1342.99
424,1340.4
425,1337.58
426,1335.79
427,1333.13
428,1329.3
429,1326.27
430,1322.01
431,1318.08
432,1312.77
433,1309.02
434,1303.25
435,1298.37
436,1292.23
437,1286.59
438,1279.91
439,1273.67
440,1266.9
441,1259.23
442,1251.9
443,1243.3
444,1235.07
445,1225.74
446,1217.35
447,1207.11
448,1197.91
449,1187.55
450,1177.48
451,1166.91
452,1156.69
453,1145.95
454,1134.95
455,1124.35
456,1112.65
457,1101.86
458,1090.2
459,1079.21
460,1067.22
461,1056.01
462,1043.67
463,1031.95
464,1019.82
465,1007.73
466,995.717
467,983.396
468,971.355
469,958.816
470,947.053
471,934.598
472,923.072
473,910.847
474,899.292
475,887.235
476,875.723
477,863.987
478,852.495
479,841.044
480,829.278
481,817.838
482,805.927
483,794.581
484,782.855
485,771.752
486,760.173
487,749.261
488,737.937
489,727.231
490,716.495
491,706.008
492,695.801
493,685.415
494,675.388
495,665.072
496,655.164
497,644.964
498,635.209
499,625.022
500,615.285
501,605.193
502,595.521
503,585.847
504,576.369
505,567.168
506,557.873
507,548.973
508,539.903
509,531.297
510,522.581
511,514.314
512,505.885
513,497.765
514,489.428
515,481.292
516,473.101
517,465.023
518,457.111
519,449.149
520,441.505
521,433.748
522,426.431
523,419.07
524,412.151
525,405.21
526,398.567
527,391.868
528,385.325
529,378.768
530,372.295
531,365.91
532,359.526
533,353.364
534,347.174
535,341.355
536,335.521
537,330.088
538,324.643
539,319.496
540,314.379
541,309.453
542,304.657
543,299.971
544,295.471
545,290.983
546,286.686
547,282.369
548,278.286
549,274.227
550,270.434
551,266.687
552,263.177
553,259.726
554,256.476
555,253.341
556,250.368
557,247.556
558,244.814
559,242.235
560,239.634
561,237.221
562,234.778
563,232.563
564,230.34
565,228.323
566,226.332
567,224.499
568,222.764
569,221.138
570,219.669
571,218.232
572,216.964
573,215.663
574,214.534
575,213.372
576,212.379
577,211.375
578,210.492
579,209.622
580,208.816
581,208.077
582,207.372
583,206.788
584,206.201
585,205.743
586,205.24
587,204.848
588,204.4
589,204.034
590,203.611
591,203.205
592,202.736
593,202.231
594,201.707
595,201.149
596,200.628
597,200.057
598,199.525
599,198.903
600,198.292
601,197.576
602,196.853
603,196.032
604,195.18
605,194.245
606,193.261
607,192.229
608,191.144
609,190.042
610,188.868
611,187.67
612,186.361
613,185.002
614,183.513
615,181.969
616,180.31
617,178.604
618,176.808
619,174.97
620,173.072
621,171.134
622,169.158
623,167.126
624,165.058
625,162.914
626,160.743
627,158.502
628,156.257
629,153.966
630,151.684
631,149.374
632,147.072
633,144.761
634,142.456
635,140.162
636,137.87
637,135.598
638,133.32
639,131.062
640,128.797
641,126.554
642,124.312
643,122.099
644,119.902
645,117.742
646,115.618
647,113.536
648,111.508
649,109.521
650,107.589
651,105.69
652,103.837
653,102.013
654,100.232
655,98.486
656,96.784
657,95.1332
658,93.5287
659,91.9903
660,90.4979
661,89.0784
662,87.6996
663,86.3886
664,85.1115
665,83.8911
666,82.7039
667,81.5637
668,80.4649
669,79.406
670,78.3999
671,77.4272
672,76.5179
673,75.6369
674,74.823
675,74.0302
676,73.297
677,72.5751
678,71.8985
679,71.23
680,70.5967
681,69.9796
682,69.3922
683,68.8333
684,68.2982
685,67.8016
686,67.3211
687,66.8841
688,66.4552
689,66.0687
690,65.6832
691,65.335
692,64.9858
693,64.6657
694,64.3451
695,64.0431
696,63.7442
697,63.4548
698,63.1761
699,62.9005
700,62.64
701,62.3732
702,62.1189
703,61.8497
704,61.5908
705,61.3186
706,61.0584
707,60.792
708,60.5342
709,60.2729
710,60.0105
711,59.7455
712,59.4713
713,59.1977
714,58.9105
715,58.6264
716,58.3256
717,58.0265
718,57.7081
719,57.3865
720,57.044
721,56.692
722,56.3205
723,55.937
724,55.5417
725,55.1365
726,54.7276
727,54.3093
728,53.8902
729,53.461
730,53.0314
731,52.5942
732,52.1571
733,51.7163
734,51.2725
735,50.826
736,50.37
737,49.9119
738,49.4416
739,48.9732
740,48.4953
741,48.0233
742,47.5447
743,47.0711
744,46.5924
745,46.1148
746,45.6345
747,45.1521
748,44.673
749,44.1915
750,43.7216
751,43.2512
752,42.7999
753,42.3488
754,41.9186
755,41.4865
756,41.0736
757,40.6583
758,40.2615
759,39.8645
760,39.4845
761,39.1055
762,38.7393
763,38.3756
764,38.0256
765,37.686
766,37.367
767,37.0673
768,36.7938
769,36.5429
770,36.3193
771,36.1156
772,35.9372
773,35.7728
774,35.6312
775,35.498
776,35.3836
777,35.2655
778,35.1468
779,34.9874
780,34.771
781,34.4329
782,33.931
783,33.1832
784,32.1371
785,30.7296
786,28.949
787,26.8142
788,24.4121
789,21.8721
790,19.3601
791,17.0442
792,15.071
793,13.5513
794,12.5523
795,12.1012
796,12.1807
797,12.7181
798,13.5601
799,14.4671
800,15.1705
801,15.5056
802,15.5324
803,15.5052
804,15.7335
805,16.4231
806,17.5972
807,19.0439
808,20.3661
809,21.1615
810,21.3073
811,21.0547
812,20.8394
813,20.9958
814,21.575
815,22.3157
816,22.7571
817,22.5757
818,21.864
819,21.0792
820,20.6352
821,20.6162
822,20.7141
823,20.4967
824,19.799
825,18.8981
826,18.2069
827,17.9098
828,17.839
829,17.6441
830,17.1152
831,16.3892
832,15.7951
833,15.5353
834,15.5112
835,15.4144
836,15.0292
837,14.4818
838,14.0871
839,14.0092
840,14.0841
841,14.0001
842,13.6423
843,13.2469
844,13.0895
845,13.1805
846,13.2374
847,13.0347
848,12.689
849,12.5099
850,12.5822
851,12.6759
852,12.5344
853,12.2373
854,12.0658
855,12.1186
856,12.1889
857,12.0585
858,11.7995
859,11.661
860,11.7086
861,11.7482
862,11.5953
863,11.3549
864,11.2507
865,11.3055
866,11.3003
867,11.1095
868,10.8871
869,10.8387
870,10.8966
871,10.8284
872,10.5964
873,10.4387
874,10.4677
875,10.4965
876,10.3366
877,10.1279
878,10.0809
879,10.1345
880,10.0674
881,9.87451
882,9.75338
883,9.77514
884,9.77771
885,9.63132
886,9.45688
887,9.42732
888,9.46484
889,9.36578
890,9.17544
891,9.11313
892,9.15601
893,9.08654
894,8.90511
895,8.81443
896,8.82737
897,8.77194
898,8.6121
899,8.49365
900,8.47683
901,8.44174
902,8.29387
903,8.1454
904,8.11639
905,8.08831
906,7.93144
907,7.7833
908,7.76355
909,7.72185
910,7.56806
911,7.44224
912,7.40951
913,7.35155
914,7.21403
915,7.08593
916,7.03856
917,6.98833
918,6.84762
919,6.71692
920,6.68732
921,6.62552
922,6.46852
923,6.36446
924,6.3362
925,6.24663
926,6.10895
927,6.02614
928,5.98445
929,5.89719
930,5.7698
931,5.69153
932,5.66108
933,5.56368
934,5.43669
935,5.39044
936,5.34901
937,5.22938
938,5.13764
939,5.10452
940,5.0411
941,4.93987
942,4.8704
943,4.83606
944,4.77166
945,4.67098
946,4.62054
947,4.59598
948,4.50962
949,4.42902
950,4.40895
951,4.35862
952,4.27372
953,4.22713
954,4.19963
955,4.14098
956,4.07135
957,4.03701
958,4.01283
959,3.94468
960,3.892
961,3.88396
962,3.83789
963,3.77372
964,3.7566
965,3.73276
966,3.67697
967,3.64029
968,3.62604
969,3.5945
970,3.54301
971,3.52189
972,3.51212
973,3.46156
974,3.426
975,3.4266
976,3.3903
977,3.34712
978,3.33934
979,3.32204
980,3.28115
981,3.25647
982,3.25112
983,3.2249
984,3.18423
985,3.18118
986,3.16984
987,3.12452
988,3.11173
989,3.10897
990,3.0708
991,3.04589
992,3.04119
993,3.02075
994,2.98647
995,2.97465
996,2.97067
997,2.93399
998,2.91283
999,2.91669
1000,2.88442
1001,2.85762
1002,2.85856
1003,2.83831
1004,2.81081
1005,2.80167
1006,2.79581
1007,2.76794
1008,2.74679
1009,2.74867
1010,2.72229
1011,2.69415
1012,2.69733
1013,2.67553
1014,2.64903
1015,2.64387
1016,2.63168
1017,2.60807
1018,2.59335
1019,2.59169
1020,2.57015
1021,2.54883
1022,2.55359
1023,2.5318
1024,2.51185
1025,2.51424
1026,2.49806
1027,2.4814
1028,2.47609
1029,2.46964
1030,2.45213
1031,2.44143
1032,2.4455
1033,2.42533
1034,2.41706
1035,2.42331
1036,2.40329
1037,2.39649
1038,2.39626
1039,2.38418
1040,2.37424
1041,2.37239
1042,2.37126
1043,2.35492
1044,2.35811
1045,2.35988
1046,2.34114
1047,2.34999
1048,2.34888
1049,2.33908
1050,2.3439
1051,2.34599
1052,2.34157
1053,2.33627
1054,2.34614
1055,2.33885
1056,2.33188
1057,2.34789
1058,2.33631
1059,2.3358
1060,2.34539
1061,2.33963
1062,2.33976
1063,2.34546
1064,2.35169
1065,2.34333
1066,2.35459
1067,2.36035
1068,2.3472
1069,2.36389
1070,2.3637
1071,2.35862
1072,2.36928
1073,2.37162
1074,2.36985
1075,2.37062
1076,2.38503
1077,2.37548
1078,2.38188
1079,2.39678
1080,2.38343
1081,2.39456
1082,2.39961
1083,2.39506
1084,2.39911
1085,2.40637
1086,2.40723
1087,2.40175
1088,2.42024
1089,2.41155
1090,2.41383
1091,2.43028
1092,2.42067
1093,2.42949
1094,2.43427
1095,2.43527
1096,2.43221
1097,2.44115
1098,2.44254
1099,2.43377
1100,2.45298
1101,2.44329
1102,2.44621
1103,2.45771
1104,2.45149
1105,2.45856
1106,2.46197
1107,2.46997
1108,2.46461
1109,2.48183
1110,2.48146
1111,2.47866
1112,2.49783
1113,2.48655
1114,2.49717
1115,2.50187
1116,2.50496
1117,2.50906
1118,2.51609
1119,2.52349
1120,2.51652
1121,2.53821
1122,2.52944
1123,2.53868
1124,2.55183
1125,2.54564
1126,2.56088
1127,2.56047
1128,2.57076
1129,2.56767
1130,2.58573
1131,2.58312
1132,2.58875
1133,2.60861
1134,2.59643
1135,2.62005
1136,2.61843
1137,2.6263
1138,2.63244
1139,2.64033
1140,2.64482
1141,2.64527
1142,2.6661
1143,2.6491
1144,2.67295
1145,2.66819
1146,2.66853
1147,2.6823
1148,2.67649
1149,2.68684
1150,2.683
1151,2.69868
1152,2.68139
1153,2.70216
1154,2.69276
1155,2.68977
1156,2.70564
1157,2.68713
1158,2.70011
1159,2.6893
1160,2.69423
1161,2.67897
1162,2.68984
1163,2.67509
1164,2.66904
1165,2.67824
1166,2.64832
1167,2.66114
1168,2.63957
1169,2.63557
1170,2.62279
1171,2.61858
1172,2.5997
1173,2.59072
1174,2.58596
1175,2.55286
1176,2.56788
1177,2.53226
1178,2.53344
1179,2.52355
1180,2.50274
1181,2.49681
1182,2.48643
1183,2.46362
1184,2.45026
1185,2.44647
1186,2.3927
1187,2.40049
1188,2.35608
1189,2.32236
1190,2.30895
1191,2.27695
1192,2.25429
1193,2.23884
1194,2.24497
1195,2.21844
1196,2.23418
1197,2.23277
1198,2.22834
1199,2.21388
1200,2.20879
1201,2.18291
1202,2.15054
1203,2.13153
1204,2.10152
1205,2.09153
1206,2.04493
1207,2.04959
1208,2.01415
1209,1.98259
1210,1.96024
1211,1.93805
1212,1.9158
1213,1.88187
1214,1.8762
1215,1.84451
1216,1.82547
1217,1.78334
1218,1.77383
1219,1.74769
1220,1.72126
1221,1.69909
1222,1.68743
1223,1.6596
1224,1.62544
1225,1.60715
1226,1.58031
1227,1.56968
1228,1.52828
1229,1.52049
1230,1.49264
1231,1.46723
1232,1.43464
1233,1.41999
1234,1.40382
1235,1.37361
1236,1.35296
1237,1.32285
1238,1.31454
1239,1.278
1240,1.26223
1241,1.24167
1242,1.2245
1243,1.19489
1244,1.17447
1245,1.15717
1246,1.14174
1247,1.12038
1248,1.09241
1249,1.08312
1250,1.0614
1251,1.04568
1252,1.02019
1253,1.00924
1254,0.988225
1255,0.976315
1256,0.950344
1257,0.939245
1258,0.924559
1259,0.905074
1260,0.891663
1261,0.8717
1262,0.862527
1263,0.842623
1264,0.830877
1265,0.809835
1266,0.802638
1267,0.780857
1268,0.770182
1269,0.754327
1270,0.740458
1271,0.727444
1272,0.71215
1273,0.700063
1274,0.686913
1275,0.67467
1276,0.658661
1277,0.651908
1278,0.635134
1279,0.627326
1280,0.611057
1281,0.603172
1282,0.590569
1283,0.581635
1284,0.566442
1285,0.559788
1286,0.548787
1287,0.538739
1288,0.529355
1289,0.51665
1290,0.511891
1291,0.499744
1292,0.492286
1293,0.480224
1294,0.475847
1295,0.464175
1296,0.459673
1297,0.447303
1298,0.44238
1299,0.434441
1300,0.42745
1301,0.419896
1302,0.412473
1303,0.405833
1304,0.399789
1305,0.393734
1306,0.384946
1307,0.381038
1308,0.372752
1309,0.369847
1310,0.361154
1311,0.357087
1312,0.350108
1313,0.347539
1314,0.339302
1315,0.33655
1316,0.3292
1317,0.32598
1318,0.320559
1319,0.315716
1320,0.311707
1321,0.306229
1322,0.302549
1323,0.297461
1324,0.294742
1325,0.288523
1326,0.286811
1327,0.280251
1328,0.278834
1329,0.273178
1330,0.271096
1331,0.265682
1332,0.263392
1333,0.258986
1334,0.257371
1335,0.252199
1336,0.249603
1337,0.246034
1338,0.243212
1339,0.240226
1340,0.236252
1341,0.233363
1342,0.229662
1343,0.22772
1344,0.223398
1345,0.221592
1346,0.216686
1347,0.216194
1348,0.211506
1349,0.210507
1350,0.206046
1351,0.204606
1352,0.20076
1353,0.199641
1354,0.195803
1355,0.193925
1356,0.190549
1357,0.188482
1358,0.185962
1359,0.183273
1360,0.181109
1361,0.178044
1362,0.176002
1363,0.17343
1364,0.171683
1365,0.168463
1366,0.167048
1367,0.163456
1368,0.162743
1369,0.159501
1370,0.158449
1371,0.154975
1372,0.154022
1373,0.15099
1374,0.150415
1375,0.147106
1376,0.146126
1377,0.143073
1378,0.142119
1379,0.140086
1380,0.138513
1381,0.136438
1382,0.134842
1383,0.132998
1384,0.131809
1385,0.130323
1386,0.128489
1387,0.127374
1388,0.125426
1389,0.124741
1390,0.12311
1391,0.122225
1392,0.120339
1393,0.11965
1394,0.11785
1395,0.117875
1396,0.11576
1397,0.115683
1398,0.113515
1399,0.113516
1400,0.112093
1401,0.1121
1402,0.110432
1403,0.110427
1404,0.108775
1405,0.109239
1406,0.108162
1407,0.108014
1408,0.10714
1409,0.106776
1410,0.106334
1411,0.106518
1412,0.105819
1413,0.105568
1414,0.105092
1415,0.104811
1416,0.105117
1417,0.10461
1418,0.104674
1419,0.104055
1420,0.104319
1421,0.104143
1422,0.104849
1423,0.104149
1424,0.10491
1425,0.103966
1426,0.105254
1427,0.104733
1428,0.105766
1429,0.105027
1430,0.105788
1431,0.105316
1432,0.106735
1433,0.106124
1434,0.107235
1435,0.106411
1436,0.107383
1437,0.107383
1438,0.108394
1439,0.1081
1440,0.108807
1441,0.108206
1442,0.109493
1443,0.109391
1444,0.110272
1445,0.11011
1446,0.110278
1447,0.110478
1448,0.111187
1449,0.111394
1450,0.111745
1451,0.111603
1452,0.111601
1453,0.112281
1454,0.112338
1455,0.113069
1456,0.112598
1457,0.112855
1458,0.112749
1459,0.113406
1460,0.113168
1461,0.11364
1462,0.112636
1463,0.113345
1464,0.112725
1465,0.113556
1466,0.112647
1467,0.11299
1468,0.111866
1469,0.112717
1470,0.111698
1471,0.112616
1472,0.111104
1473,0.111682
1474,0.110426
1475,0.111216
1476,0.110111
1477,0.110536
1478,0.109034
1479,0.109379
1480,0.108126
1481,0.108587
1482,0.107278
1483,0.107354
1484,0.105989
1485,0.106098
1486,0.104935
1487,0.105032
1488,0.103743
1489,0.103666
1490,0.102413
1491,0.102333
1492,0.101169
1493,0.100851
1494,0.0997383
1495,0.0991988
1496,0.0982236
1497,0.0975095
1498,0.0965307
1499,0.0957642
1500,0.0948478
1501,0.094044
1502,0.0931344
1503,0.092165
1504,0.0913324
1505,0.090374
1506,0.0896016
1507,0.0886103
1508,0.0876652
1509,0.0866675
1510,0.0857968
1511,0.084835
1512,0.0840801
1513,0.0828144
1514,0.0820474
1515,0.0807506
1516,0.0801491
1517,0.078983
1518,0.0782865
1519,0.0769361
1520,0.076209
1521,0.0749189
1522,0.0744273
1523,0.0730657
1524,0.0724226
1525,0.0709114
1526,0.0702419
1527,0.0689964
1528,0.0683758
1529,0.0670727
1530,0.0663607
1531,0.0649098
1532,0.0643999
1533,0.0630581
1534,0.0625803
1535,0.0612424
1536,0.0606033
1537,0.0593167
1538,0.0587978
1539,0.0575891
1540,0.0571553
1541,0.0558713
1542,0.0554036
1543,0.0541978
1544,0.0537337
1545,0.0526849
1546,0.0521734
1547,0.0511074
1548,0.0506556
1549,0.0495721
1550,0.0492485
1551,0.0482253
1552,0.0479449
1553,0.0469992
1554,0.046718
1555,0.045853
1556,0.0456367
1557,0.0448291
1558,0.044748
1559,0.0439805
1560,0.0439164
1561,0.0432426
1562,0.0431796
1563,0.0426596
1564,0.0426646
1565,0.0421722
1566,0.0422166
1567,0.0416659
1568,0.0417848
1569,0.0412726
1570,0.0413198
1571,0.0407584
1572,0.0405893
1573,0.039884
1574,0.0396265
1575,0.0387513
1576,0.0384315
1577,0.0373519
1578,0.0369486
1579,0.0360376
1580,0.0358348
1581,0.0354625
1582,0.0357504
1583,0.0359904
1584,0.037049
1585,0.0379831
1586,0.0398874
1587,0.0412301
1588,0.0431062
1589,0.0438117
1590,0.0442482
1591,0.0431354
1592,0.0414059
1593,0.0383157
1594,0.035212
1595,0.031435
1596,0.0284481
1597,0.0254191
1598,0.0233648
1599,0.0215028
1600,0.0203837
1601,0.0194247
1602,0.019004
1603,0.0186286
1604,0.0187502
1605,0.0188084
1606,0.0193055
1607,0.0196042
1608,0.0201379
1609,0.020274
1610,0.0204164
1611,0.0200443
1612,0.019783
1613,0.0191932
1614,0.0190661
1615,0.0188831
1616,0.0192463
1617,0.0195046
1618,0.0199462
1619,0.0199957
1620,0.0200259
1621,0.0197253
1622,0.0197669
1623,0.0197642
1624,0.0203114
1625,0.0206964
1626,0.021232
1627,0.0212512
1628,0.0211097
1629,0.0206387
1630,0.0204118
1631,0.0202272
1632,0.0205043
1633,0.0205237
1634,0.0206199
1635,0.0201188
1636,0.0196844
1637,0.0190723
1638,0.0188305
1639,0.0185849
1640,0.0185118
1641,0.0181687
1642,0.0178933
1643,0.0174641
1644,0.0172501
1645,0.0169237
1646,0.0166458
1647,0.0161994
1648,0.0159024
1649,0.0156461
1650,0.0156309
1651,0.0154336
1652,0.0151786
1653,0.0146889
1654,0.014375
1655,0.0142237
1656,0.0142291
1657,0.0141287
1658,0.0138408
1659,0.0135003
1660,0.0133315
1661,0.0132933
1662,0.0132563
1663,0.0130003
1664,0.0126809
1665,0.0125012
1666,0.0125077
1667,0.0125314
1668,0.0122994
1669,0.011936
1670,0.0116444
1671,0.0116118
1672,0.0116287
1673,0.0115012
1674,0.0111689
1675,0.0108893
1676,0.0107351
1677,0.0106773
1678,0.0105228
1679,0.0103394
1680,0.0101337
1681,0.00999123
1682,0.00974176
1683,0.0095607
1684,0.0093908
1685,0.00938902
1686,0.00920507
1687,0.00896489
1688,0.00866743
1689,0.00862526
1690,0.00860089
1691,0.00849664
1692,0.00819998
1693,0.00802698
1694,0.00795922
1695,0.00795063
1696,0.00775886
1697,0.00760435
1698,0.00747537
1699,0.00746731
1700,0.00730972
1701,0.00720557
1702,0.00708332
1703,0.00707282
1704,0.00693567
1705,0.00684115
1706,0.00675289
1707,0.00673144
1708,0.00660266
1709,0.0065064
1710,0.00645206
1711,0.00645787
1712,0.00631755
1713,0.00619015
1714,0.00613391
1715,0.00618311
1716,0.00608996
1717,0.00595797
1718,0.00586189
1719,0.00588705
1720,0.00582969
1721,0.00575106
1722,0.00567445
1723,0.00563757
1724,0.00555745
1725,0.00549563
1726,0.00548742
1727,0.00544059
1728,0.00532194
1729,0.00525266
1730,0.00527232
1731,0.00525346
1732,0.00513251
1733,0.00505587
1734,0.00507933
1735,0.00505679
1736,0.0049736
1737,0.00490933
1738,0.00490812
1739,0.00486069
1740,0.00481558
1741,0.00479861
1742,0.00477704
1743,0.00468301
1744,0.0046635
1745,0.00466916
1746,0.00464601
1747,0.00454242
1748,0.00453515
1749,0.00454032
1750,0.00448703
1751,0.00441217
1752,0.00442938
1753,0.00440965
1754,0.00435128
1755,0.00429642
1756,0.0043207
1757,0.00426653
1758,0.00422755
1759,0.00421158
1760,0.00419897
1761,0.00412676
1762,0.00411889
1763,0.00410896
1764,0.00406048
1765,0.00399357
1766,0.00402258
1767,0.00399293
1768,0.00391209
1769,0.00388547
1770,0.00390722
1771,0.00386876
1772,0.00380852
1773,0.00379476
1774,0.00377731
1775,0.00373303
1776,0.00373458
1777,0.00370671
1778,0.0036479
1779,0.00364326
1780,0.00365971
1781,0.00360773
1782,0.00355196
1783,0.00358225
1784,0.00358495
1785,0.0035294
1786,0.00351172
1787,0.0035226
1788,0.00349774
1789,0.00350335
1790,0.00348959
1791,0.00346306
1792,0.00344626
1793,0.00348731
1794,0.00345312
1795,0.00341608
1796,0.00344545
1797,0.00346383
1798,0.00341689
1799,0.00342091
1800,0.003434
1801,0.0034326
1802,0.00342629
1803,0.00343819
1804,0.0034124
1805,0.00342094
1806,0.00345024
1807,0.0034246
1808,0.00340946
1809,0.00345285
1810,0.00343945
1811,0.00341696
1812,0.00343192
1813,0.00344565
1814,0.00342654
1815,0.00343632
1816,0.00344082
1817,0.00341408
1818,0.00343463
1819,0.00343875
1820,0.00341418
1821,0.00342885
1822,0.00344035
1823,0.00340475
1824,0.00341784
1825,0.00342723
1826,0.0034107
1827,0.00339851
1828,0.00342628
1829,0.00339047
1830,0.00338361
1831,0.00339224
1832,0.00337358
1833,0.00336531
1834,0.00337652
1835,0.00333551
1836,0.00334026
1837,0.00334742
1838,0.00331815
1839,0.00330062
1840,0.00332626
1841,0.0032969
1842,0.00327073
1843,0.0032784
1844,0.0032614
1845,0.00324847
1846,0.00325225
1847,0.00320967
1848,0.00321668
1849,0.00321938
1850,0.00317284
1851,0.00316241
1852,0.00318511
1853,0.00314999
1854,0.00312044
1855,0.0031261
1856,0.003105
1857,0.0030937
