Iteracion,Error
1883,0.0308523
1884,0.0308851
1885,0.0304973
1886,0.0300894
1887,0.0302225
1888,0.0298311
1889,0.0294958
1890,0.0295194
1891,0.029191
1892,0.0289144
1893,0.0288266
1894,0.0284023
1895,0.0283346
1896,0.0282173
1897,0.0277271
1898,0.027741
1899,0.0274753
1900,0.027098
1901,0.0270792
1902,0.0268036
1903,0.0264906
1904,0.0264697
1905,0.0260616
1906,0.0258057
1907,0.0257515
1908,0.0253726
1909,0.0251929
1910,0.0250287
1911,0.024651
1912,0.024539
1913,0.0242859
1914,0.0239384
1915,0.0239554
1916,0.0236064
1917,0.0232957
1918,0.0232524
1919,0.022897
1920,0.0227143
1921,0.0225493
1922,0.0222641
1923,0.0221809
1924,0.021873
1925,0.0215704
1926,0.0215737
1927,0.0212483
1928,0.0209835
1929,0.0209287
1930,0.0206486
1931,0.0204311
1932,0.020244
1933,0.0200446
1934,0.0199593
1935,0.0196554
1936,0.0194338
1937,0.0194246
1938,0.0190707
1939,0.0188835
1940,0.0188499
1941,0.0185914
1942,0.0184134
1943,0.0182477
1944,0.0180731
1945,0.0179902
1946,0.0176879
1947,0.017637
1948,0.0175517
1949,0.0172434
1950,0.0171518
1951,0.0170664
1952,0.016854
1953,0.0167486
1954,0.0165614
1955,0.0164994
1956,0.0163136
1957,0.0160638
1958,0.0161068
1959,0.0159083
1960,0.0156756
1961,0.0156746
1962,0.0154827
1963,0.0153103
1964,0.0152413
1965,0.0150821
1966,0.0150418
1967,0.0148557
1968,0.014747
1969,0.0147401
1970,0.0145259
1971,0.0144774
1972,0.0144636
1973,0.0142847
1974,0.0142542
1975,0.0141275
1976,0.0140387
1977,0.0139875
1978,0.0138037
1979,0.0137895
1980,0.0136741
1981,0.0134678
1982,0.013472
1983,0.0132908
1984,0.0131965
1985,0.0131223
1986,0.0129429
1987,0.0129104
1988,0.0127253
1989,0.0126064
1990,0.0125838
1991,0.0123632
1992,0.0123156
1993,0.0122213
1994,0.0120755
1995,0.0121089
1996,0.0120156
1997,0.012072
1998,0.012122
1999,0.0120753
