Iteracion,Error
535,342.788
536,336.926
537,331.424
538,325.907
539,320.68
540,315.508
541,310.522
542,305.706
543,301.004
544,296.541
545,292.099
546,287.872
547,283.601
548,279.54
549,275.47
550,271.641
551,267.849
552,264.279
553,260.775
554,257.464
555,254.284
556,251.269
557,248.44
558,245.697
559,243.141
560,240.576
561,238.202
562,235.791
563,233.592
564,231.376
565,229.349
566,227.344
567,225.49
568,223.736
569,222.089
570,220.605
571,219.153
572,217.871
573,216.556
574,215.414
575,214.237
576,213.229
577,212.209
578,211.31
579,210.423
580,209.603
581,208.851
582,208.132
583,207.533
584,206.927
585,206.448
586,205.923
587,205.51
588,205.046
589,204.67
590,204.252
591,203.861
592,203.422
593,202.948
594,202.456
595,201.917
596,201.414
597,200.854
598,200.337
599,199.728
600,199.134
601,198.43
602,197.715
603,196.894
604,196.032
605,195.082
606,194.075
607,193.02
608,191.911
609,190.79
610,189.6
611,188.395
612,187.085
613,185.732
614,184.251
615,182.716
616,181.06
617,179.351
618,177.547
619,175.696
620,173.786
621,171.835
622,169.848
623,167.806
624,165.73
625,163.577
626,161.397
627,159.145
628,156.888
629,154.585
630,152.29
631,149.967
632,147.653
633,145.33
634,143.015
635,140.711
636,138.409
637,136.128
638,133.84
639,131.573
640,129.299
641,127.048
642,124.799
643,122.579
644,120.374
645,118.206
646,116.074
647,113.984
648,111.947
649,109.952
650,108.011
651,106.102
652,104.241
653,102.408
654,100.617
655,98.8637
656,97.1545
657,95.497
658,93.886
659,92.3414
660,90.8427
661,89.4168
662,88.0311
663,86.7127
664,85.4271
665,84.1974
666,83.0004
667,81.8499
668,80.741
669,79.6717
670,78.6554
671,77.6719
672,76.7509
673,75.8568
674,75.0295
675,74.2233
676,73.4797
677,72.7514
678,72.0746
679,71.412
680,70.7893
681,70.1853
682,69.61
683,69.061
684,68.5308
685,68.0354
686,67.5519
687,67.1103
688,66.6753
689,66.2829
690,65.8924
691,65.5403
692,65.1888
693,64.8675
694,64.5478
695,64.2468
696,63.9498
697,63.6616
698,63.3839
699,63.1083
700,62.8482
701,62.5814
702,62.3264
703,62.0549
704,61.7912
705,61.512
706,61.2426
707,60.966
708,60.6968
709,60.4241
710,60.1492
711,59.8713
712,59.5821
713,59.2924
714,58.9875
715,58.6848
716,58.366
717,58.0502
718,57.7198
719,57.3911
720,57.0512
721,56.7089
722,56.3576
723,55.998
724,55.6309
725,55.2511
726,54.8654
727,54.4643
728,54.0564
729,53.632
730,53.1998
731,52.7556
732,52.3063
733,51.854
734,51.3979
735,50.9435
736,50.4806
737,50.0195
738,49.546
739,49.0763
740,48.5969
741,48.1256
742,47.6494
743,47.1812
744,46.7095
745,46.2389
746,45.7634
747,45.281
748,44.7965
749,44.3041
750,43.8193
751,43.3312
752,42.8605
753,42.3893
754,41.9389
755,41.4873
756,41.0557
757,40.6239
758,40.2125
759,39.806
760,39.4212
761,39.0465
762,38.693
763,38.3509
764,38.0262
765,37.7115
766,37.412
767,37.1241
768,36.8554
769,36.604
770,36.3786
771,36.1725
772,35.9941
773,35.8297
774,35.6884
775,35.5522
776,35.4327
777,35.306
778,35.178
779,35.009
780,34.7844
781,34.4399
782,33.9334
783,33.1818
784,32.1321
785,30.7202
786,28.9345
787,26.7947
788,24.3881
789,21.8447
790,19.3304
791,17.0129
792,15.039
793,13.5188
794,12.5191
795,12.0666
796,12.1436
797,12.6763
798,13.5111
799,14.408
800,15.1001
801,15.4248
802,15.4452
803,15.4158
804,15.644
805,16.3322
806,17.5003
807,18.9352
808,20.2418
809,21.0225
810,21.1588
811,20.9022
812,20.685
813,20.8381
814,21.4106
815,22.1422
816,22.5752
817,22.3897
818,21.6794
819,20.8981
820,20.4561
821,20.4352
822,20.5287
823,20.308
824,19.6114
825,18.7158
826,18.0305
827,17.7361
828,17.6641
829,17.4668
830,16.9381
831,16.2158
832,15.6259
833,15.3673
834,15.3404
835,15.2396
836,14.8534
837,14.3088
838,13.917
839,13.8379
840,13.9078
841,13.8192
842,13.4613
843,13.0681
844,12.9105
845,12.9965
846,13.0472
847,12.8419
848,12.4965
849,12.3155
850,12.3818
851,12.4686
852,12.3239
853,12.0266
854,11.8531
855,11.8996
856,11.9624
857,11.8274
858,11.5666
859,11.425
860,11.4658
861,11.4968
862,11.3386
863,11.0976
864,10.9936
865,11.0443
866,11.0326
867,10.8404
868,10.6243
869,10.581
870,10.6358
871,10.5616
872,10.3312
873,10.1786
874,10.2058
875,10.2258
876,10.0615
877,9.85481
878,9.80702
879,9.85296
880,9.77949
881,9.58621
882,9.4655
883,9.4823
884,9.4778
885,9.32868
886,9.1547
887,9.12123
888,9.14979
889,9.04412
890,8.85246
891,8.78666
892,8.81997
893,8.74178
894,8.56001
895,8.47071
896,8.47844
897,8.41491
898,8.25488
899,8.14154
900,8.12612
901,8.08698
902,7.94217
903,7.80577
904,7.78281
905,7.74837
906,7.58959
907,7.44558
908,7.42161
909,7.36968
910,7.21331
911,7.08851
912,7.05139
913,6.98744
914,6.84906
915,6.72229
916,6.67183
917,6.61536
918,6.47345
919,6.34531
920,6.31259
921,6.24552
922,6.09072
923,5.98896
924,5.95537
925,5.86132
926,5.7247
927,5.64105
928,5.59409
929,5.50299
930,5.37645
931,5.29818
932,5.26214
933,5.16187
934,5.03887
935,4.99178
936,4.94379
937,4.82389
938,4.7328
939,4.69318
940,4.62317
941,4.52066
942,4.44941
943,4.40915
944,4.33901
945,4.23851
946,4.18631
947,4.15289
948,4.0626
949,3.9841
950,3.95809
951,3.90059
952,3.8169
953,3.77018
954,3.73705
955,3.67556
956,3.60706
957,3.57048
958,3.53787
959,3.46619
960,3.41207
961,3.39453
962,3.34132
963,3.27652
964,3.25231
965,3.21967
966,3.16054
967,3.11915
968,3.09604
969,3.05756
970,3.0032
971,2.97552
972,2.95582
973,2.90184
974,2.86185
975,2.85105
976,2.80902
977,2.76233
978,2.74462
979,2.7186
980,2.6736
981,2.6421
982,2.62618
983,2.59329
984,2.54919
985,2.53536
986,2.51464
987,2.46723
988,2.44569
989,2.43178
990,2.39025
991,2.35916
992,2.34368
993,2.31608
994,2.27797
995,2.25708
996,2.24214
997,2.20257
998,2.17476
999,2.16559
1000,2.12958
1001,2.09773
1002,2.08622
1003,2.05918
1004,2.02705
1005,2.00831
1006,1.99196
1007,1.96003
1008,1.93342
1009,1.92289
1010,1.89235
1011,1.86127
1012,1.85156
1013,1.82435
1014,1.79447
1015,1.77886
1016,1.7583
1017,1.73021
1018,1.70819
1019,1.69468
1020,1.66803
1021,1.642
1022,1.63258
1023,1.60599
1024,1.58103
1025,1.56992
1026,1.54711
1027,1.52436
1028,1.50856
1029,1.49199
1030,1.46862
1031,1.44978
1032,1.43924
1033,1.41432
1034,1.39769
1035,1.38882
1036,1.36551
1037,1.35108
1038,1.33943
1039,1.3214
1040,1.3045
1041,1.29206
1042,1.27928
1043,1.25855
1044,1.24872
1045,1.23694
1046,1.21507
1047,1.20758
1048,1.19428
1049,1.17737
1050,1.16791
1051,1.15727
1052,1.14372
1053,1.13026
1054,1.12414
1055,1.10921
1056,1.09565
1057,1.09213
1058,1.07572
1059,1.06537
1060,1.0587
1061,1.04523
1062,1.03457
1063,1.02642
1064,1.01841
1065,1.00448
1066,0.999699
1067,0.991704
1068,0.976642
1069,0.974
1070,0.963833
1071,0.952505
1072,0.947356
1073,0.938915
1074,0.928847
1075,0.920026
1076,0.916319
1077,0.903372
1078,0.897272
1079,0.893895
1080,0.880421
1081,0.876255
1082,0.869486
1083,0.859523
1084,0.852607
1085,0.846963
1086,0.838946
1087,0.829089
1088,0.82746
1089,0.816352
1090,0.809637
1091,0.807253
1092,0.796647
1093,0.792641
1094,0.787301
1095,0.781235
1096,0.773952
1097,0.770934
1098,0.764777
1099,0.756229
1100,0.755954
1101,0.746485
1102,0.741475
1103,0.738545
1104,0.73061
1105,0.726645
1106,0.721728
1107,0.718218
1108,0.711026
1109,0.710644
1110,0.705107
1111,0.699506
1112,0.699917
1113,0.691944
1114,0.690378
1115,0.686919
1116,0.683491
1117,0.680279
1118,0.678446
1119,0.676363
1120,0.671127
1121,0.673386
1122,0.667323
1123,0.667086
1124,0.667024
1125,0.662999
1126,0.664394
1127,0.661953
1128,0.66232
1129,0.659271
1130,0.661966
1131,0.658792
1132,0.658942
1133,0.661749
1134,0.657361
1135,0.662242
1136,0.660465
1137,0.662159
1138,0.66284
1139,0.664965
1140,0.665488
1141,0.666583
1142,0.671786
1143,0.66858
1144,0.676318
1145,0.675628
1146,0.678304
1147,0.682774
1148,0.683601
1149,0.68805
1150,0.689778
1151,0.696293
1152,0.694728
1153,0.703642
1154,0.703751
1155,0.707107
1156,0.714491
1157,0.71376
1158,0.721392
1159,0.722856
1160,0.728838
1161,0.729427
1162,0.737597
1163,0.738731
1164,0.742868
1165,0.751253
1166,0.749095
1167,0.759162
1168,0.759628
1169,0.765397
1170,0.768723
1171,0.774931
1172,0.776788
1173,0.782013
1174,0.788479
1175,0.786478
1176,0.799492
1177,0.796807
1178,0.805882
1179,0.811853
1180,0.814536
1181,0.821631
1182,0.828982
1183,0.830552
1184,0.836315
1185,0.84671
1186,0.837753
1187,0.851733
1188,0.847632
1189,0.845537
1190,0.850789
1191,0.850816
1192,0.851908
1193,0.857086
1194,0.870528
1195,0.872356
1196,0.889447
1197,0.900664
1198,0.913613
1199,0.918551
1200,0.930255
1201,0.933807
1202,0.934187
1203,0.937768
1204,0.939565
1205,0.950304
1206,0.941521
1207,0.957366
1208,0.956649
1209,0.956838
1210,0.957879
1211,0.962607
1212,0.966645
1213,0.96377
1214,0.97275
1215,0.9719
1216,0.975509
1217,0.96512
1218,0.972874
1219,0.971522
1220,0.969794
1221,0.969393
1222,0.97563
1223,0.972293
1224,0.964585
1225,0.965466
1226,0.961317
1227,0.967094
1228,0.952845
1229,0.959099
1230,0.952837
1231,0.948346
1232,0.937168
1233,0.937353
1234,0.93713
1235,0.928573
1236,0.922868
1237,0.911594
1238,0.916103
1239,0.901353
1240,0.897927
1241,0.890359
1242,0.888351
1243,0.875653
1244,0.868268
1245,0.860551
1246,0.859034
1247,0.849982
1248,0.83573
1249,0.833742
1250,0.824758
1251,0.82014
1252,0.805146
1253,0.801501
1254,0.790309
1255,0.786884
1256,0.769962
1257,0.765343
1258,0.75737
1259,0.746576
1260,0.738993
1261,0.725889
1262,0.721775
1263,0.709949
1264,0.703477
1265,0.689094
1266,0.686217
1267,0.671454
1268,0.666103
1269,0.654344
1270,0.645784
1271,0.636699
1272,0.626532
1273,0.617384
1274,0.608521
1275,0.599115
1276,0.587282
1277,0.58254
1278,0.569399
1279,0.564212
1280,0.550751
1281,0.545209
1282,0.534952
1283,0.528538
1284,0.515436
1285,0.510524
1286,0.501047
1287,0.493839
1288,0.485809
1289,0.475166
1290,0.471343
1291,0.461674
1292,0.455668
1293,0.445116
1294,0.441108
1295,0.431146
1296,0.427734
1297,0.416386
1298,0.412005
1299,0.404509
1300,0.398897
1301,0.39192
1302,0.385306
1303,0.378749
1304,0.373924
1305,0.368292
1306,0.360605
1307,0.35649
1308,0.348926
1309,0.346329
1310,0.33822
1311,0.334301
1312,0.327438
1313,0.325075
1314,0.317322
1315,0.315019
1316,0.307621
1317,0.304785
1318,0.299139
1319,0.29502
1320,0.290853
1321,0.285979
1322,0.281927
1323,0.277353
1324,0.27416
1325,0.268856
1326,0.266741
1327,0.260636
1328,0.258858
1329,0.253581
1330,0.251611
1331,0.246148
1332,0.243525
1333,0.238725
1334,0.237136
1335,0.231754
1336,0.229212
1337,0.22474
1338,0.222073
1339,0.218769
1340,0.215479
1341,0.212071
1342,0.208543
1343,0.206192
1344,0.202564
1345,0.200404
1346,0.195618
1347,0.194364
1348,0.189769
1349,0.188551
1350,0.1841
1351,0.182201
1352,0.178079
1353,0.176652
1354,0.172721
1355,0.170842
1356,0.167052
1357,0.164904
1358,0.1618
1359,0.159355
1360,0.156712
1361,0.153807
1362,0.151108
1363,0.148543
1364,0.146289
1365,0.143387
1366,0.141428
1367,0.137821
1368,0.136415
1369,0.133168
1370,0.13178
1371,0.128312
1372,0.126786
1373,0.123563
1374,0.122554
1375,0.11938
1376,0.118121
1377,0.114855
1378,0.113482
1379,0.111111
1380,0.109408
1381,0.107045
1382,0.105144
1383,0.102861
1384,0.101305
1385,0.0993839
1386,0.0973723
1387,0.0957226
1388,0.0935631
1389,0.0922729
1390,0.0904045
1391,0.0890372
1392,0.0869769
1393,0.0857131
1394,0.0836956
1395,0.0829719
1396,0.0807739
1397,0.0799815
1398,0.0777256
1399,0.0769602
1400,0.0752365
1401,0.0744911
1402,0.0726351
1403,0.0718731
1404,0.0700247
1405,0.0695601
1406,0.0681069
1407,0.0672984
1408,0.0659788
1409,0.065008
1410,0.0639248
1411,0.0633592
1412,0.0622261
1413,0.0615046
1414,0.0604189
1415,0.0596166
1416,0.0590274
1417,0.0582349
1418,0.0576153
1419,0.0566508
1420,0.0560187
1421,0.0552689
1422,0.0549603
1423,0.0540506
1424,0.0537791
1425,0.0526591
1426,0.0526191
1427,0.051777
1428,0.0517396
1429,0.0508636
1430,0.050624
1431,0.0498078
1432,0.0498987
1433,0.0491475
1434,0.0492309
1435,0.048332
1436,0.0482609
1437,0.0477046
1438,0.0477628
1439,0.0472396
1440,0.0471937
1441,0.0464287
1442,0.0465602
1443,0.0460548
1444,0.0461992
1445,0.0457841
1446,0.0455735
1447,0.0452307
1448,0.0452289
1449,0.0450137
1450,0.0449919
1451,0.0446192
1452,0.0443647
1453,0.0442902
1454,0.0441177
1455,0.0441788
1456,0.0438625
1457,0.0437196
1458,0.0435067
1459,0.0435372
1460,0.0434008
1461,0.0434679
1462,0.0430363
1463,0.0431389
1464,0.0428262
1465,0.0430802
1466,0.0427777
1467,0.042877
1468,0.0424135
1469,0.0426523
1470,0.0422672
1471,0.0426399
1472,0.0421271
1473,0.0423532
1474,0.0418691
1475,0.0421732
1476,0.0418385
1477,0.0421373
1478,0.0416902
1479,0.0419161
1480,0.0414913
1481,0.0418198
1482,0.041465
1483,0.0417513
1484,0.0413364
1485,0.0415782
1486,0.0412139
1487,0.0415125
1488,0.0411559
1489,0.0414071
1490,0.0410235
1491,0.0412593
1492,0.0409243
1493,0.0411148
1494,0.0408085
1495,0.0409217
1496,0.0406794
1497,0.0407508
1498,0.04051
1499,0.0405525
1500,0.0403184
1501,0.0403783
1502,0.0401657
1503,0.0401547
1504,0.0399421
1505,0.0398954
1506,0.0397395
1507,0.0397092
1508,0.0395059
1509,0.0394252
1510,0.0392133
1511,0.0391491
1512,0.0390521
1513,0.0388808
1514,0.0387597
1515,0.0384611
1516,0.038381
1517,0.0381407
1518,0.0380513
1519,0.0377177
1520,0.0375557
1521,0.0372011
1522,0.037153
1523,0.0368152
1524,0.0367527
1525,0.0363066
1526,0.0361572
1527,0.0357951
1528,0.0356825
1529,0.0353531
1530,0.0352127
1531,0.0347264
1532,0.0346263
1533,0.0341503
1534,0.0340983
1535,0.0336362
1536,0.0334797
1537,0.0329806
1538,0.0328338
1539,0.0323658
1540,0.0322779
1541,0.0317719
1542,0.031661
1543,0.0311591
1544,0.0310323
1545,0.0306201
1546,0.0304832
1547,0.0300632
1548,0.0299454
1549,0.0294774
1550,0.0294124
1551,0.028953
1552,0.0289141
1553,0.0284889
1554,0.0284395
1555,0.0280503
1556,0.0280235
1557,0.0276587
1558,0.027717
1559,0.0273853
1560,0.0274677
1561,0.0271885
1562,0.0272671
1563,0.0270806
1564,0.0272128
1565,0.0270641
1566,0.0272334
1567,0.0270274
1568,0.0272357
1569,0.0270447
1570,0.0272224
1571,0.0270037
1572,0.0270332
1573,0.0267028
1574,0.0266569
1575,0.0262078
1576,0.026125
1577,0.0255291
1578,0.0253744
1579,0.0248619
1580,0.024829
1581,0.0246893
1582,0.0250151
1583,0.0253326
1584,0.0262228
1585,0.027059
1586,0.02861
1587,0.0298228
1588,0.0314761
1589,0.0323156
1590,0.0329705
1591,0.0324597
1592,0.0314378
1593,0.0293446
1594,0.0271546
1595,0.0243936
1596,0.022166
1597,0.0198692
1598,0.0182974
1599,0.0168645
1600,0.0159993
1601,0.0152615
1602,0.0149315
1603,0.0146454
1604,0.0147391
1605,0.0148036
1606,0.0152155
1607,0.0154816
1608,0.0159223
1609,0.0160456
1610,0.0161577
1611,0.015883
1612,0.0156877
1613,0.0152592
1614,0.0151766
1615,0.0150566
1616,0.0153543
1617,0.015587
1618,0.0159529
1619,0.0160335
1620,0.0160616
1621,0.0158611
1622,0.0159019
1623,0.0159638
1624,0.0164542
1625,0.0168421
1626,0.0173096
1627,0.0173562
1628,0.0172479
1629,0.0169325
1630,0.0168022
1631,0.0167699
1632,0.017038
1633,0.0171192
1634,0.0171924
1635,0.0168326
1636,0.01651
1637,0.0161026
1638,0.0159456
1639,0.0158112
1640,0.0157506
1641,0.0155179
1642,0.0153002
1643,0.0150064
1644,0.01484
1645,0.0145997
1646,0.0143484
1647,0.0140011
1648,0.013758
1649,0.0136104
1650,0.0136147
1651,0.0134842
1652,0.0132494
1653,0.0128608
1654,0.0126087
1655,0.0125383
1656,0.0125516
1657,0.0124893
1658,0.0122179
1659,0.0119516
1660,0.0118106
1661,0.0118151
1662,0.0117769
1663,0.0115592
1664,0.0112698
1665,0.0111302
1666,0.0111449
1667,0.011185
1668,0.0109754
1669,0.0106687
1670,0.010415
1671,0.0104101
1672,0.0104236
1673,0.010321
1674,0.0100173
1675,0.00978126
1676,0.00963644
1677,0.00959108
1678,0.00944313
1679,0.00929394
1680,0.00911227
1681,0.00899333
1682,0.0087607
1683,0.00860221
1684,0.00845029
1685,0.0084552
1686,0.00827953
1687,0.00806173
1688,0.00779059
1689,0.00775693
1690,0.0077241
1691,0.00762133
1692,0.00735036
1693,0.00720114
1694,0.00713751
1695,0.00711559
1696,0.00693128
1697,0.00679106
1698,0.00667921
1699,0.00666378
1700,0.00651061
1701,0.0064068
1702,0.00629279
1703,0.00627393
1704,0.00614443
1705,0.00605311
1706,0.00597001
1707,0.00593307
1708,0.00581004
1709,0.00571786
1710,0.00567707
1711,0.00566833
1712,0.00553591
1713,0.00541023
1714,0.0053582
1715,0.00538376
1716,0.0052904
1717,0.00516096
1718,0.00507177
1719,0.00507465
1720,0.00500917
1721,0.00492391
1722,0.00485312
1723,0.00480733
1724,0.00473187
1725,0.00466455
1726,0.00465159
1727,0.00458891
1728,0.00448567
1729,0.00441895
1730,0.00443355
1731,0.00439264
1732,0.00427909
1733,0.00420334
1734,0.00421649
1735,0.00418049
1736,0.00410159
1737,0.00403404
1738,0.00401795
1739,0.0039587
1740,0.00391077
1741,0.00388389
1742,0.00385243
1743,0.00375961
1744,0.00373321
1745,0.00371978
1746,0.0036871
1747,0.00359312
1748,0.00358535
1749,0.00357163
1750,0.00351357
1751,0.00344234
1752,0.00344567
1753,0.00341525
1754,0.0033568
1755,0.00330466
1756,0.00330594
1757,0.00324589
1758,0.00320195
1759,0.00317867
1760,0.00315271
1761,0.00308663
1762,0.00306728
1763,0.00304418
1764,0.00299054
1765,0.0029342
1766,0.00294515
1767,0.00290586
1768,0.00283145
1769,0.00280017
1770,0.00279792
1771,0.00275465
1772,0.00269902
1773,0.00267966
1774,0.00264775
1775,0.00260419
1776,0.00258891
1777,0.00255506
1778,0.00250135
1779,0.00249096
1780,0.00248393
1781,0.00243159
1782,0.00238058
1783,0.00238979
1784,0.00237299
1785,0.00232315
1786,0.00229894
1787,0.00228851
1788,0.00225623
1789,0.00224612
1790,0.00222291
1791,0.00219337
1792,0.00217283
1793,0.00218422
1794,0.00214357
1795,0.00211129
1796,0.00211965
1797,0.00211526
1798,0.00207481
1799,0.00206627
1800,0.00205942
1801,0.00204418
1802,0.00203131
1803,0.00202588
1804,0.00200007
1805,0.00199371
1806,0.00199706
1807,0.00196506
1808,0.00195017
1809,0.00196213
1810,0.00194339
1811,0.00191944
1812,0.00191891
1813,0.00191222
1814,0.00189366
1815,0.00189195
1816,0.00188553
1817,0.00186223
1818,0.00186566
1819,0.00185485
1820,0.00183342
1821,0.00183336
1822,0.00182904
1823,0.00179989
1824,0.0017975
1825,0.00179003
1826,0.00177136
1827,0.0017576
1828,0.00176471
1829,0.00173721
1830,0.0017288
1831,0.0017235
1832,0.00170597
1833,0.0016968
1834,0.00169482
1835,0.00166818
1836,0.00166485
1837,0.00165946
1838,0.00163534
1839,0.00162233
1840,0.00162741
1841,0.0016065
1842,0.00158819
1843,0.00158551
1844,0.00156791
1845,0.00155668
